index,query,summary,label,rationale
688,"What credit, market, operational or regulatory risks is Utkarsh Small Finance Bank exposed to?","**Starting Entity:** Utkarsh Small Finance Bank  
**Ending Entity:** Various regulatory bodies, credit agencies, geographic sectors, and specific business risks.

Utkarsh Small Finance Bank operates under a small-finance-bank license and is regulated by both the RBI (following microfinance guidelines) and SEBI. The bank faces credit and regulatory risks due to elevated gross and net NPAs and a negative rating outlook from ICRA, though it received an A- Stable rating from CARE. Additionally, its business heavily relies on the overall microfinance sector, with specific geographic concentration in Bihar and Uttar Pradesh, alongside exposure to concentration and governance risks from promoter dilution.",Relevant,"It directly enumerates credit, regulatory, concentration, and governance risks matching the categories asked about."
689,Who are Utkarsh Small Finance Bank's main named competitors?,"Based on the knowledge graph path, the starting entity is **Utkarsh Small Finance Bank** and the ending entities include its operational, geographic, and market attributes. Utkarsh Small Finance Bank Limited is a publicly listed small finance bank in India, traded on the NSE under the ticker UTKARSHBNK. Headquartered in Varanasi, Uttar Pradesh, the institution originally evolved from an NBFC-MFI founded in 2010.",Not relevant,No named competitors are provided; the summary only covers corporate profile facts.
690,"What is Suryoday Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?","Based on the provided knowledge graph path, the starting and ending entity is **Suryoday Small Finance Bank** (acting as both the subject and the primary focus across its operational and financial metrics). 

Suryoday Small Finance Bank has shown strong financial performance, reporting a 113.10% year-on-year surge in net profit to ₹75.18 crore and an annualized net interest income of ₹622.36 crore (up 25.69%) for Q1 FY27, alongside a solid capital adequacy ratio of 21.6%. However, the bank faces operational and reputational risks due to an unresolved reporting discrepancy in its gross NPA, which was cited as either 2.47% or 6.60% for the same period.",Relevant,"It presents the bank's strong profit/NIM growth as its advantage and directly flags an evidentiary weakness (conflicting NPA figures), addressing both parts of the query."
691,What is the key strength identified for Suryoday Small Finance Bank in the current analysis?,"Based on the knowledge graph path, the starting entity is **Suryoday Small Finance Bank** and the ending entity is its various **financial and operational metrics (such as net profit, risk exposures, and ratings)**. 

Suryoday Small Finance Bank is driven by diversification into affordable-housing and MSME lending while being regulated by the RBI and SEBI. Financially, the bank posted a 113.10% year-on-year surge in net profit to ₹75.18 crore and an annualized net interest income of ₹622.36 crore, alongside a capital adequacy ratio of 21.6%. However, it faces operational and reputational risks due to unresolved discrepancies in its reported gross NPA, which ranged between 2.47% and 6.60% for the period.",Relevant,"It identifies diversification and strong profit/NII growth as the bank's strength, directly answering the query."
692,What is the main weakness or vulnerability flagged for Suryoday Small Finance Bank?,"**Starting Entity:** Suryoday Small Finance Bank  
**Ending Entity:** Suryoday Small Finance Bank (Self-referential profile detailing financial performance, risk exposures, and strategic growth drivers)

Suryoday Small Finance Bank demonstrated strong financial performance, reporting a 113.10% year-on-year surge in net profit to ₹75.18 crore alongside an annualized net interest income of ₹622.36 crore (up 25.69%) and a net interest margin of 4.21% for the quarter. To support its future growth, the bank is actively diversifying its portfolio into MSME lending and affordable housing. However, the institution faces ordinary credit risk and operational/reputational risks stemming from a reporting discrepancy in its gross NPA, which was cited inconsistently as either 2.47% or 6.60% for the same period.",Relevant,It explicitly flags the gross NPA reporting discrepancy and associated operational/reputational risk as the main vulnerability.
693,What is the biggest threat facing Suryoday Small Finance Bank according to the analysis?,"Based on the provided knowledge graph data, the starting entity is **Suryoday Small Finance Bank**, which connects to various financial performance metrics, risk factors, and regulatory bodies as its ending contexts. During the period, the bank experienced strong financial growth, with net profit surging 113.10% year-on-year to ₹75.18 crore and net interest margin improving to 4.21%. However, the bank also faces operational and reputational risks due to an unresolved discrepancy in its gross NPA reporting, which ranges between 2.47% and 6.60%.",Relevant,"It identifies the unresolved NPA reporting discrepancy as the specific threat, directly answering the query."
694,"What credit, market, operational or regulatory risks is Suryoday Small Finance Bank exposed to?","1. **Starting Entity and Ending Entity:** The starting entity is **Suryoday Small Finance Bank**, and the ending entities include its various financial metrics, operational risks, and regulatory bodies (such as the **RBI** and **SEBI**).

2. **Simple Business/Financial Summary:** Suryoday Small Finance Bank operates under an SFB license and is driven by growth in affordable-housing and MSME lending, alongside oversight by the RBI and SEBI. Financially, the bank reported a robust net profit increase of 113.10% year-on-year to ₹75.18 crore and a net interest margin of 4.21%, though it faces operational and reputational risks due to discrepancies in its gross NPA reporting.",Relevant,"It names operational and reputational risk from NPA reporting discrepancies and notes regulatory oversight, matching the risk categories asked."
695,Who are Suryoday Small Finance Bank's main named competitors?,"**Summary:**

The starting entity is **Suryoday Small Finance Bank**, which operates within the **Banking** sector as a small finance bank located in **India**. The bank is publicly listed on the **NSE and BSE** under the ticker **SURYODAY** and was originally incorporated in **2008** before commencing operations as a bank in **2017**.",Not relevant,No competitors are named; the summary is limited to corporate profile facts.
696,"What is Jana Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?","1. **Starting and Ending Entities:** The starting entity is **Jana Small Finance Bank Limited** and the ending entity is its **shareholders/investors and financial performance metrics** (such as promoters, private equity backers, and specific financial stakes).

2. **Business/Financial Explanation:** Jana Small Finance Bank Limited is backed by various institutional investors and its promoter, Jana Holdings Limited, while being led by MD & CEO Ajay Chamanlal Kanwal. The bank is expanding its operations into MSME and secured retail banking, reporting strong profitability alongside key performance indicators like capital adequacy and asset quality improvements.

3. **Important Numerical Facts:** Jana Holdings Limited holds a 16.94% stake as of June 2026, while other investors hold specific portions such as Volrado Venture Partners (2.78%), ICICI Prudential Life Insurance (1.54%), Ananta Capital Ventures Fund 1 (1.46%), and Singularity Growth Opportunities Fund II (1.34%). Additionally, the bank reported a profit after tax of ₹155.23 crore (up 52.29% year-on-year), an earnings per share of ₹14.74 for Q1 FY27, and improved its capital adequacy to 20.18%.",Somewhat relevant,It gives ownership and profitability data but never articulates a specific competitive advantage or assesses the strength of evidence for one.
697,What is the key strength identified for Jana Small Finance Bank in the current analysis?,"1. **Starting Entity and Ending Entity:** The starting entity is **Jana Small Finance Bank Limited** and the ending entities include its various financial metrics, ownership stakes, and operational highlights (such as promoters, institutional investors, and credit ratings).

2. **Simple Business/Financial Summary:** Jana Small Finance Bank Limited operates under a small finance bank license and is backed by key investors like promoter Jana Holdings Limited (holding a 16.94% stake) and private equity firms like TPG Capital and HarbourVest Partners. Financially, the bank reported a profit after tax of ₹155.23 crore (up 52.29% year-on-year) and earnings per share of ₹14.74 for Q1 FY27, while focusing its future growth on digital banking and secured MSME expansion.

3. **Important Numerical Facts:** Key figures include a Q1 FY27 profit after tax of ₹155.23 crore, an EPS of ₹14.74, a capital adequacy ratio of 20.18%, a gross NPA of 2.39%, and a net NPA of 0.91%. Additionally, promoter Jana Holdings Limited holds a 16.94% stake, while institutional stakes include Volrado Venture Partners (2.78%), ICICI Prudential Life Insurance (1.54%), Ananta Capital (1.46%), and Singularity Growth Opportunities Fund II (1.34%).",Somewhat relevant,It provides strong profitability metrics but does not explicitly identify these as 'the key strength' the query asks for.
