query,is_gap,method,company_uuid,prop1_list,graph_match_count,kg_row_count,summary,judge_label
What is the biggest threat facing Ujjivan Small Finance Bank according to the analysis?,False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,['THREATENS'],1,1,Sector-wide over-leverage stress remains the biggest threat to Ujjivan Small Finance Bank's residual microbanking exposure.,Relevant
"What credit, market, operational or regulatory risks is Ujjivan Small Finance Bank exposed to?",False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",12,12,"Ujjivan Small Finance Bank is subject to regulatory oversight by the RBI and SEBI. The retrieved facts do not cover specific credit, market, or operational risks beyond noting a sudden, health-related CEO transition as its clearest weakness.",Somewhat relevant
Who are Ujjivan Small Finance Bank's main named competitors?,True,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,['COMPETES_WITH'],0,3,The retrieved facts do not mention the main named competitors of Ujjivan Small Finance Bank.,Not relevant
"What is ESAF Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover ESAF Small Finance Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for ESAF Small Finance Bank in the current analysis?,True,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,['HAS_STRENGTH'],0,4,The retrieved facts do not cover the key strength identified for ESAF Small Finance Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for ESAF Small Finance Bank?,True,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",0,4,The retrieved facts do not cover the main weakness or vulnerability flagged for ESAF Small Finance Bank.,Not relevant
What is the biggest threat facing ESAF Small Finance Bank according to the analysis?,True,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,['THREATENS'],0,4,The retrieved facts do not cover what the biggest threat facing ESAF Small Finance Bank is.,Not relevant
"What credit, market, operational or regulatory risks is ESAF Small Finance Bank exposed to?",False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",14,14,"ESAF Small Finance Bank is exposed to regulatory oversight as it is regulated by both the RBI and SEBI, remaining subject to RBI's microfinance and household-indebtedness guidelines. The provided facts do not cover market or operational risks, nor specific credit risks beyond noting portfolio clean-up efforts and a gross NPA of 5.40% in Q1 FY27.",Somewhat relevant
Who are ESAF Small Finance Bank's main named competitors?,False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,['COMPETES_WITH'],1,1,AU Small Finance Bank is a named peer competitor to ESAF Small Finance Bank.,Somewhat relevant
"What is Utkarsh Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover Utkarsh Small Finance Bank's primary competitive advantage or the strength of the evidence behind it.,Not relevant
What is the key strength identified for Utkarsh Small Finance Bank in the current analysis?,True,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,['HAS_STRENGTH'],0,4,The retrieved facts do not cover the key strength identified for Utkarsh Small Finance Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for Utkarsh Small Finance Bank?,False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",3,3,"Utkarsh Small Finance Bank is exposed to significant credit risk driven by high gross and net NPA figures, alongside regulatory risk stemming from a negative rating outlook. Additionally, the bank faces concentration and governance risks resulting from the substantial recent dilution of its promoter.",Relevant
What is the biggest threat facing Utkarsh Small Finance Bank according to the analysis?,True,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,['THREATENS'],0,4,The retrieved facts do not cover the biggest threat facing Utkarsh Small Finance Bank.,Not relevant
"What credit, market, operational or regulatory risks is Utkarsh Small Finance Bank exposed to?",False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",14,1,Utkarsh Small Finance Bank is exposed to regulatory risk specifically due to the negative rating outlook it has received.,Somewhat relevant
Who are Utkarsh Small Finance Bank's main named competitors?,True,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,['COMPETES_WITH'],0,4,The retrieved facts do not cover Utkarsh Small Finance Bank's main named competitors.,Not relevant
"What is Suryoday Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover Suryoday Small Finance Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for Suryoday Small Finance Bank in the current analysis?,True,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,['HAS_STRENGTH'],0,4,The retrieved facts do not cover the key strength identified for Suryoday Small Finance Bank.,Not relevant
What is the main weakness or vulnerability flagged for Suryoday Small Finance Bank?,True,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",0,4,The retrieved facts do not cover the main weakness or vulnerability flagged for Suryoday Small Finance Bank.,Not relevant
What is the biggest threat facing Suryoday Small Finance Bank according to the analysis?,True,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,['THREATENS'],0,4,The retrieved facts do not cover what the biggest threat facing Suryoday Small Finance Bank is.,Not relevant
"What credit, market, operational or regulatory risks is Suryoday Small Finance Bank exposed to?",False,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",10,10,"The retrieved facts do not cover the specific credit, market, or operational risks to which Suryoday Small Finance Bank is exposed, though they note that the bank is regulated by the RBI and SEBI.",Somewhat relevant
Who are Suryoday Small Finance Bank's main named competitors?,True,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,['COMPETES_WITH'],0,4,The retrieved facts do not cover Suryoday Small Finance Bank's main named competitors.,Not relevant
"What is Jana Small Finance Bank's primary competitive advantage, and how strong is the evidence behind that claim?",True,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,['HAS_ADVANTAGE'],0,4,The retrieved facts do not cover Jana Small Finance Bank's primary competitive advantage or the strength of the evidence behind such a claim.,Not relevant
What is the key strength identified for Jana Small Finance Bank in the current analysis?,True,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,['HAS_STRENGTH'],0,4,The retrieved facts do not cover the key strength identified for Jana Small Finance Bank in the current analysis.,Not relevant
What is the main weakness or vulnerability flagged for Jana Small Finance Bank?,True,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,"['HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",0,4,The retrieved facts do not cover the main weakness or vulnerability flagged for Jana Small Finance Bank.,Not relevant
What is the biggest threat facing Jana Small Finance Bank according to the analysis?,False,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,['THREATENS'],1,1,"The biggest threat facing Jana Small Finance Bank is the continued dilution of the promoter's holding, which poses a risk to the bank's governance and ownership stability.",Relevant
"What credit, market, operational or regulatory risks is Jana Small Finance Bank exposed to?",False,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,"['HURT_BY', 'REGULATED_BY', 'RegulatoryRelation', 'REGULATORY_RELATION', 'HAS_METRIC', 'MetricObservation', 'HAS_WEAKNESS', 'HAS_RISK_DRIVER', 'EXPOSED_TO']",11,11,"The retrieved facts do not cover the specific credit, market, operational, or regulatory risks Jana Small Finance Bank is exposed to. However, the facts do note that the bank is regulated by the RBI and the SEBI, and recorded a gross NPA of 2.39% and a net NPA of 0.91% in Q1 FY27.",Somewhat relevant
Who are Jana Small Finance Bank's main named competitors?,True,graph_check,611bbf07-0b28-4249-b871-20b5e994c196,['COMPETES_WITH'],0,4,The retrieved facts do not cover the main named competitors of Jana Small Finance Bank.,Not relevant
"Compare the gross NPA ratio of HDFC Bank and ICICI Bank. Which is stronger, and by how much?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",13,23,"HDFC Bank reported a headline gross NPA ratio of 1.17% in Q1 FY27, while ICICI Bank reported a gross NPA of 1.38%. HDFC Bank is stronger by 0.21 percentage points, as a lower gross NPA ratio indicates better asset quality.",Relevant
"Compare the return on equity of HDFC Bank and ICICI Bank. Which is stronger, and by how much?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",13,23,"HDFC Bank reported a return on equity of 13.8% in Q1 FY27, while ICICI Bank reported a return on equity of 11.90% for the same period. HDFC Bank is stronger by 1.90 percentage points.",Relevant
"Compare the CASA ratio of HDFC Bank and ICICI Bank. Which is stronger, and by how much?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",13,23,"In Q1 FY27, HDFC Bank reported a CASA ratio of 32%, whereas ICICI Bank recorded an average CASA ratio of 38.1%. Consequently, ICICI Bank is stronger in this metric by 6.1 percentage points.",Relevant
"Compare the net interest margin of HDFC Bank and ICICI Bank. Which is stronger, and by how much?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",13,23,"The retrieved facts do not cover the net interest margin for ICICI Bank, as it only mentions a currently strong net interest margin of 4.36% without a specific time period, while HDFC Bank's net interest margin compressed to 3.26% in Q1 FY27. Therefore, a direct comparison between the two banks for the same period cannot be made using the available data.",Somewhat relevant
"Compare the gross NPA ratio of HDFC Bank and Axis Bank. Which is stronger, and by how much?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",13,25,"HDFC Bank reported a gross NPA ratio of 1.17%, while Axis Bank reported a gross NPA ratio of 1.28%. HDFC Bank is stronger by 0.11 percentage points, as a lower gross NPA ratio indicates better asset quality.",Relevant
"Compare the return on equity of HDFC Bank and Axis Bank. Which is stronger, and by how much?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",13,25,"Axis Bank recorded a return on equity of 14.16%, while HDFC Bank sustained a return on equity of 13.8% in Q1 FY27. Therefore, Axis Bank is stronger by 0.36 percentage points.",Relevant
"Compare the CASA ratio of HDFC Bank and Axis Bank. Which is stronger, and by how much?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",13,25,"In Q1 FY27, Axis Bank reported a CASA ratio of 38%, while HDFC Bank recorded a CASA ratio of 32%, making Axis Bank stronger by 6 percentage points.",Relevant
"Compare the net interest margin of HDFC Bank and Axis Bank. Which is stronger, and by how much?",False,graph_check,fc5ecc71-2b19-4aa7-9a58-348aab4f89eb,"['HAS_METRIC', 'MetricObservation']",13,25,"The retrieved facts do not cover the net interest margin for Axis Bank, as they only state that Axis Bank monitors its net interest margin without providing the specific figure. Consequently, a comparison of the net interest margin between HDFC Bank and Axis Bank cannot be made using the available data.",Not relevant
"Compare the gross NPA ratio of ICICI Bank and Axis Bank. Which is stronger, and by how much?",False,graph_check,02db780d-0076-4d28-8fb6-d6d5dd1ded13,"['HAS_METRIC', 'MetricObservation']",10,22,"ICICI Bank reported a gross NPA of 1.38%, while Axis Bank reported a gross NPA of 1.28%. Axis Bank is stronger in this metric by 0.10 percentage points, as a lower gross NPA ratio indicates better asset quality.",Relevant
"Compare the return on equity of ICICI Bank and Axis Bank. Which is stronger, and by how much?",False,graph_check,02db780d-0076-4d28-8fb6-d6d5dd1ded13,"['HAS_METRIC', 'MetricObservation']",10,22,"Axis Bank has the stronger return on equity at 14.16% compared to ICICI Bank's 11.90%, making it stronger by 2.26 percentage points.",Relevant
"Compare the CASA ratio of ICICI Bank and Axis Bank. Which is stronger, and by how much?",False,graph_check,02db780d-0076-4d28-8fb6-d6d5dd1ded13,"['HAS_METRIC', 'MetricObservation']",10,22,"ICICI Bank's average CASA ratio for Q1 FY27 was 38.1%, while Axis Bank's CASA ratio for the same period was 38%. Consequently, ICICI Bank is stronger by 0.1 percentage points.",Relevant
"Compare the net interest margin of ICICI Bank and Axis Bank. Which is stronger, and by how much?",False,graph_check,02db780d-0076-4d28-8fb6-d6d5dd1ded13,"['HAS_METRIC', 'MetricObservation']",10,22,"The retrieved facts do not cover the net interest margin for Axis Bank, so a complete comparison of the net interest margin cannot be made using the provided information, although ICICI Bank maintains a net interest margin of 4.36%.",Somewhat relevant
