text,ground_truth
"Across all 39 listed Indian banks in this dataset, which report the highest branch network size?","State Bank of India — 22,500 branches — highest among the 24 of 39 banks in this dataset for which this dataset gives a usable figure. (Banks with no disclosed or reconcilable figure for this metric are excluded rather than assumed.)"
"Across all 39 listed Indian banks in this dataset, which report the lowest branch network size?",Dhanlaxmi Bank — 264 branches — lowest among the 24 of 39 banks in this dataset for which this dataset gives a usable figure. (Banks with no disclosed or reconcilable figure for this metric are excluded rather than assumed.)
"Across all 39 listed Indian banks in this dataset, which report the highest net interest income?","State Bank of India — 46,992 crore (Q1 FY27, where the figure is a directly comparable rupee-crore amount) — highest among the 20 of 39 banks in this dataset for which this dataset gives a usable figure. (Banks with no disclosed or reconcilable figure for this metric are excluded rather than assumed.)"
"Across all 39 listed Indian banks in this dataset, which report the lowest net interest income?","CSB Bank — 479 crore (Q1 FY27, where the figure is a directly comparable rupee-crore amount) — lowest among the 20 of 39 banks in this dataset for which this dataset gives a usable figure. (Banks with no disclosed or reconcilable figure for this metric are excluded rather than assumed.)"
"Across all 39 listed Indian banks in this dataset, which report the highest government or promoter shareholding percentage?",Punjab & Sind Bank — 93.85% — highest among the 37 of 39 banks in this dataset for which this dataset gives a usable figure. (Banks with no disclosed or reconcilable figure for this metric are excluded rather than assumed.)
"Across all 39 listed Indian banks in this dataset, which report the lowest government or promoter shareholding percentage?","IDFC First Bank, Ujjivan Small Finance Bank — 0% — lowest among the 37 of 39 banks in this dataset for which this dataset gives a usable figure. (Banks with no disclosed or reconcilable figure for this metric are excluded rather than assumed.)"
"Which segment — Public Sector, Private Sector, or Small Finance Banks — has the highest average CASA ratio?",PSU banks have the highest average CASA ratio in this dataset. Segment averages (of banks with a usable figure): PSU average 38.24% (n=7); Private average 31.53% (n=14); SFB average 27.46% (n=5).
Which segment has the highest average net interest margin?,SFB banks have the highest average net interest margin in this dataset. Segment averages (of banks with a usable figure): PSU average 2.89% (n=8); Private average 3.9% (n=14); SFB average 6.31% (n=4).
Which segment has the highest average gross NPA ratio?,SFB banks have the highest average gross NPA ratio in this dataset. Segment averages (of banks with a usable figure): PSU average 1.97% (n=11); Private average 1.82% (n=20); SFB average 3.43% (n=6).
Which segment has the highest average return on equity?,PSU banks have the highest average return on equity in this dataset. Segment averages (of banks with a usable figure): PSU average 14.46% (n=5); Private average 12.5% (n=12); SFB average 12.65% (n=3).
Which segment has the highest average capital adequacy ratio?,SFB banks have the highest average capital adequacy ratio in this dataset. Segment averages (of banks with a usable figure): PSU average 17.67% (n=11); Private average 19.8% (n=17); SFB average 21.13% (n=4).
Which Public Sector Bank has the largest branch network?,"State Bank of India, with 22,500 branches (among PSU banks with a disclosed branch count in this dataset)."
Which Public Sector Bank has the strongest asset quality (lowest gross NPA)?,"Indian Overseas Bank, with gross NPA of 1.33% (the lowest among PSU banks with a disclosed figure in this dataset)."
"Which Public Sector Bank posted a one-off or unusual profit event this quarter, and why?","Bank of Baroda: its reported net profit fell 72% year-on-year to ₹1,278 crore because of a ₹5,680 crore legal settlement tied to the long-running NMC Health matter (adjusted profit, stripping that out, was ₹5,528 crore)."
Which Private Sector Bank has the largest market capitalization or scale among peers?,HDFC Bank is explicitly described as India's largest private bank.
Which Private Sector Banks are under any regulatory restriction or heightened supervisory scrutiny?,IndusInd Bank (understood to face enhanced supervisory scrutiny following its FY25 derivatives-accounting disclosure episode) and Yes Bank (understood to remain subject to enhanced post-reconstruction supervisory conditions following its 2020 reconstruction) — both by general inference rather than a specific cited regulatory order.
Which Private Sector Bank has the highest CASA ratio?,"IDFC First Bank, at 50.8% in Q1 FY27 — explicitly stated as the highest CASA ratio of any bank in this dataset."
"Which Small Finance Bank has converted, or is closest to converting, to a universal bank license?","AU Small Finance Bank, which received RBI in-principle approval on 7 August 2025 to convert to a full universal bank — the first small finance bank to reach that milestone."
"Which Small Finance Bank has the highest gross NPA ratio, and is that figure flagged as uncertain in the sourcing?","Utkarsh Small Finance Bank has the highest confirmed gross NPA ratio among small finance banks in this dataset, at 6.09%. That figure is not itself flagged as uncertain; the uncertain figure belongs to Suryoday Small Finance Bank, whose gross NPA is reported as either 2.47% or 6.60% depending on the source, an unresolved discrepancy."
Which Small Finance Banks have secured banking-license upgrades or new approvals recently?,"AU Small Finance Bank, which received RBI in-principle approval on 7 August 2025 to convert to a universal bank."
How do Small Finance Banks as a group compare to Private Sector Banks on net interest margin?,"Small Finance Banks average 6.31% NIM (n=4) versus Private Sector Banks' 3.9% (n=14) among banks with a disclosed figure; Small Finance Banks run the higher net interest margin, by 2.41 points — consistent with SFBs' higher-yield, higher-risk loan books."
Which banks in this dataset are majority owned by the Government of India?,"The 12 Public Sector Banks are majority Government-of-India owned (State Bank of India 55.03%, Punjab National Bank 70.08%, Canara Bank 62.93%, Union Bank of India ~74.76%, Bank of India ~73.38%, Indian Bank 73.84%, Central Bank of India 89.27%, Indian Overseas Bank ~92.44%, UCO Bank 90.95%, Bank of Maharashtra 79.60%, Punjab & Sind Bank 93.85%; Bank of Baroda's exact figure was not found but it is likewise Government-of-India owned). IDBI Bank is also majority government/LIC owned (LIC 49.24% + Government of India ~45.48-45.50%, combined ~94.7%), though the dataset notes this is not a conventional promoter-group structure. Jammu & Kashmir Bank is majority owned (59.40%) by the Government of Jammu & Kashmir and Ladakh — a state/UT government rather than the Government of India."
Which banks in this dataset have no single promoter holding a majority stake?,"Banks explicitly described in this dataset as having no promoter: HDFC Bank, ICICI Bank, IDFC First Bank, Federal Bank, South Indian Bank, City Union Bank, Karnataka Bank, Tamilnad Mercantile Bank, Dhanlaxmi Bank, and Equitas Small Finance Bank."
Which banks have an ADR or GDR listed on a foreign exchange in addition to their NSE/BSE listing?,"HDFC Bank (ADR ""HDB"" on the NYSE) and ICICI Bank (ADR ""IBN"" on the NYSE) are the two banks in this dataset with their own ADR listed on a foreign exchange."
Which banks have a joint-venture or subsidiary bank operating outside India?,"Bank of Baroda (a joint-venture bank in Zambia, 16 branches), Punjab National Bank (equity stakes in banks in Bhutan 51%, Nepal 20%, Kazakhstan 41.64%), Indian Overseas Bank (35% stake in India International Bank (Malaysia)), and Bank of India (five subsidiaries and one joint venture abroad)."
"Which banks are headquartered in Kerala, and how do they compare to each other?","Federal Bank (Kochi/Aluva), South Indian Bank (Thrissur), CSB Bank (Thrissur), Dhanlaxmi Bank (Thrissur) and ESAF Small Finance Bank (Thrissur) are all Kerala-headquartered. The dataset explicitly names Federal Bank, South Indian Bank and CSB Bank as the larger, better-capitalized Kerala-origin banks that Dhanlaxmi Bank faces intense competition from, given its own smaller scale."
"Which banks are headquartered in South India generally (Tamil Nadu, Karnataka, Kerala)?","Indian Bank, Indian Overseas Bank, Karur Vysya Bank, City Union Bank and Tamilnad Mercantile Bank (all Tamil Nadu); Karnataka Bank (Karnataka); Federal Bank, South Indian Bank, CSB Bank, Dhanlaxmi Bank and ESAF Small Finance Bank (Kerala)."
Which banks are headquartered in Maharashtra?,"State Bank of India, Bank of India, Bank of Maharashtra, HDFC Bank, Axis Bank, Kotak Mahindra Bank, IndusInd Bank, Yes Bank, IDFC First Bank, RBL Bank and DCB Bank (all Mumbai), plus Suryoday Small Finance Bank (Navi Mumbai)."
Which banks have undergone a merger or amalgamation in their recent history?,"Punjab National Bank (amalgamated with Oriental Bank of Commerce and United Bank of India, 2020), Indian Bank (merged with Allahabad Bank, 1 April 2020), Union Bank of India (amalgamated with Andhra Bank and Corporation Bank), Bandhan Bank (merged with Gruh Finance, 2019), HDFC Bank (HDFC Limited merged into the bank, July 2023), Equitas Small Finance Bank (Equitas Holdings amalgamated into the bank, 2023), and Ujjivan Small Finance Bank (its holding company was likewise amalgamated into the bank)."
"Which banks have flagged rating-outlook divergences between agencies (e.g., one agency Negative while another is Stable)?","Utkarsh Small Finance Bank, where ICRA's Negative outlook (May 2025) and CARE Ratings' A- Stable assignment (September 2026) are noted as diverging assessments that this dataset does not attempt to resolve."
Which banks have data points in this dataset explicitly marked as unresolved or internally inconsistent across sources?,"Bank of India (standalone vs. a separately reported consolidated Q1 FY27 net profit), Union Bank of India (Q1 FY27 advances/deposit-growth figures resting on a single social-media-sourced citation), IDBI Bank (secondary-sourced Q1 FY27 profit that does not reconcile with its FY24-25 full-year profit), Jammu & Kashmir Bank (an anomalously large Q1 FY27 net-interest-income figure), Jana Small Finance Bank (a similarly anomalous extracted net-interest-income figure), Suryoday Small Finance Bank (gross NPA reported as both 2.47% and 6.60%), Utkarsh Small Finance Bank (diverging ICRA/CARE rating assessments), and Bank of Baroda (a February 2026 AT-1 rating rationale citing CET1 of 12.45%, which does not reconcile with its headline capital-adequacy figures)."
"Which banks report figures on both a standalone and consolidated basis, and how do those figures differ?","Bank of Baroda (standalone capital adequacy 16.30%/CET1 13.90% versus consolidated 16.70%/14.36%), Union Bank of India (standalone net profit ₹5,332 crore versus consolidated ₹5,641 crore), and Kotak Mahindra Bank (standalone profit after tax ₹4,123 crore versus consolidated group profit after tax ₹5,480 crore). Bank of India separately has a standalone net profit of ₹3,068 crore against a headline 'consolidated' figure of ₹1,747.39 crore that the dataset flags as not reconciling, rather than as a clean standalone-vs-consolidated split."
